,month,year,City,country_id,Country,Latitude,Longitude,AverageTemperatureCel,AverageTemperatureUncertaintyCel
5324,7,1952,Canoas,BRA,Brazil,29.74S,51.69W,13.602,0.3849999999999988
5325,8,1952,Canoas,BRA,Brazil,29.74S,51.69W,15.171,0.6849999999999983
5326,9,1952,Canoas,BRA,Brazil,29.74S,51.69W,14.798999999999998,0.44599999999999873
5327,10,1952,Canoas,BRA,Brazil,29.74S,51.69W,17.446,0.3590000000000002
5328,11,1952,Canoas,BRA,Brazil,29.74S,51.69W,20.361,0.5149999999999998
5329,12,1952,Canoas,BRA,Brazil,29.74S,51.69W,22.465,0.36599999999999966
5330,1,1953,Canoas,BRA,Brazil,29.74S,51.69W,24.693,0.6639999999999999
5331,2,1953,Canoas,BRA,Brazil,29.74S,51.69W,23.61,0.6979999999999996
5332,3,1953,Canoas,BRA,Brazil,29.74S,51.69W,23.826999999999998,0.41600000000000154
5333,4,1953,Canoas,BRA,Brazil,29.74S,51.69W,17.438,1.2829999999999981
5334,5,1953,Canoas,BRA,Brazil,29.74S,51.69W,16.733999999999998,0.7389999999999988
5335,6,1953,Canoas,BRA,Brazil,29.74S,51.69W,13.841000000000001,0.4289999999999989
5336,7,1953,Canoas,BRA,Brazil,29.74S,51.69W,10.005,0.33399999999999924
5337,8,1953,Canoas,BRA,Brazil,29.74S,51.69W,15.684000000000001,0.5019999999999984
5338,9,1953,Canoas,BRA,Brazil,29.74S,51.69W,16.907,0.5230000000000009
5339,10,1953,Canoas,BRA,Brazil,29.74S,51.69W,17.330000000000002,0.2890000000000015
5340,11,1953,Canoas,BRA,Brazil,29.74S,51.69W,20.208999999999996,0.4049999999999996
5341,12,1953,Canoas,BRA,Brazil,29.74S,51.69W,22.700000000000003,0.3420000000000003
5342,1,1954,Canoas,BRA,Brazil,29.74S,51.69W,24.012999999999998,0.4180000000000008
5343,2,1954,Canoas,BRA,Brazil,29.74S,51.69W,23.911,0.8589999999999994
5344,3,1954,Canoas,BRA,Brazil,29.74S,51.69W,22.573999999999998,0.34700000000000053
5345,4,1954,Canoas,BRA,Brazil,29.74S,51.69W,18.708000000000002,0.6409999999999982
5346,5,1954,Canoas,BRA,Brazil,29.74S,51.69W,14.098999999999998,0.32500000000000046
5347,6,1954,Canoas,BRA,Brazil,29.74S,51.69W,13.574,0.44599999999999873
5348,7,1954,Canoas,BRA,Brazil,29.74S,51.69W,12.213000000000001,0.603
5349,8,1954,Canoas,BRA,Brazil,29.74S,51.69W,14.939,0.5509999999999988
5350,9,1954,Canoas,BRA,Brazil,29.74S,51.69W,15.549,0.45700000000000074
5351,10,1954,Canoas,BRA,Brazil,29.74S,51.69W,16.662,0.6929999999999994
5352,11,1954,Canoas,BRA,Brazil,29.74S,51.69W,21.065,0.5720000000000012
5353,12,1954,Canoas,BRA,Brazil,29.74S,51.69W,22.526999999999997,0.3879999999999997
5354,1,1955,Canoas,BRA,Brazil,29.74S,51.69W,24.392999999999997,0.3139999999999985
5355,2,1955,Canoas,BRA,Brazil,29.74S,51.69W,24.436999999999998,0.4999999999999992
5356,3,1955,Canoas,BRA,Brazil,29.74S,51.69W,21.906999999999996,0.6090000000000018
5357,4,1955,Canoas,BRA,Brazil,29.74S,51.69W,18.146,0.3600000000000018
5358,5,1955,Canoas,BRA,Brazil,29.74S,51.69W,14.084,0.41100000000000136
5359,6,1955,Canoas,BRA,Brazil,29.74S,51.69W,12.125999999999998,0.7430000000000013
5360,7,1955,Canoas,BRA,Brazil,29.74S,51.69W,10.029,0.7979999999999995
5361,8,1955,Canoas,BRA,Brazil,29.74S,51.69W,13.492,0.5130000000000005
5362,9,1955,Canoas,BRA,Brazil,29.74S,51.69W,15.529,0.45099999999999896
5363,10,1955,Canoas,BRA,Brazil,29.74S,51.69W,16.024,0.708
5364,11,1955,Canoas,BRA,Brazil,29.74S,51.69W,21.179999999999996,0.3600000000000018
5365,12,1955,Canoas,BRA,Brazil,29.74S,51.69W,23.055999999999997,0.3509999999999991
5366,1,1956,Canoas,BRA,Brazil,29.74S,51.69W,23.478,0.3799999999999986
5367,2,1956,Canoas,BRA,Brazil,29.74S,51.69W,23.186000000000003,0.44599999999999873
5368,3,1956,Canoas,BRA,Brazil,29.74S,51.69W,21.877000000000002,0.36799999999999894
5369,4,1956,Canoas,BRA,Brazil,29.74S,51.69W,16.811999999999998,0.3699999999999982
5370,5,1956,Canoas,BRA,Brazil,29.74S,51.69W,11.661000000000001,0.838000000000001
5371,6,1956,Canoas,BRA,Brazil,29.74S,51.69W,12.225000000000001,0.4139999999999983
5372,7,1956,Canoas,BRA,Brazil,29.74S,51.69W,11.392000000000001,0.506000000000001
5373,8,1956,Canoas,BRA,Brazil,29.74S,51.69W,13.693,0.7840000000000005
5374,9,1956,Canoas,BRA,Brazil,29.74S,51.69W,15.970000000000002,0.4060000000000012
5375,10,1956,Canoas,BRA,Brazil,29.74S,51.69W,18.439999999999998,0.3230000000000012
5376,11,1956,Canoas,BRA,Brazil,29.74S,51.69W,20.070000000000004,0.5960000000000005
5377,12,1956,Canoas,BRA,Brazil,29.74S,51.69W,21.767,0.7180000000000004
5378,1,1957,Canoas,BRA,Brazil,29.74S,51.69W,24.680000000000003,0.45299999999999824
5379,2,1957,Canoas,BRA,Brazil,29.74S,51.69W,22.291000000000004,0.4899999999999988
5380,3,1957,Canoas,BRA,Brazil,29.74S,51.69W,22.388,0.37900000000000095
5381,4,1957,Canoas,BRA,Brazil,29.74S,51.69W,17.939,0.49900000000000155
5382,5,1957,Canoas,BRA,Brazil,29.74S,51.69W,18.082,0.437
5383,6,1957,Canoas,BRA,Brazil,29.74S,51.69W,13.196000000000002,0.5430000000000016
5384,7,1957,Canoas,BRA,Brazil,29.74S,51.69W,12.212,0.46700000000000114
5385,8,1957,Canoas,BRA,Brazil,29.74S,51.69W,13.478,0.6110000000000011
5386,9,1957,Canoas,BRA,Brazil,29.74S,51.69W,14.231000000000002,0.5829999999999992
5387,10,1957,Canoas,BRA,Brazil,29.74S,51.69W,18.886,0.447999999999998
5388,11,1957,Canoas,BRA,Brazil,29.74S,51.69W,20.39,0.4740000000000006
5389,12,1957,Canoas,BRA,Brazil,29.74S,51.69W,23.39,0.3929999999999999
5390,1,1958,Canoas,BRA,Brazil,29.74S,51.69W,24.616999999999997,0.437
5391,2,1958,Canoas,BRA,Brazil,29.74S,51.69W,23.757999999999996,0.5960000000000005
5392,3,1958,Canoas,BRA,Brazil,29.74S,51.69W,21.643000000000004,0.3489999999999998
5393,4,1958,Canoas,BRA,Brazil,29.74S,51.69W,18.489999999999995,0.447999999999998
5394,5,1958,Canoas,BRA,Brazil,29.74S,51.69W,15.432,0.6709999999999994
5395,6,1958,Canoas,BRA,Brazil,29.74S,51.69W,14.482,0.6369999999999997
5396,7,1958,Canoas,BRA,Brazil,29.74S,51.69W,16.213,0.3620000000000011
5397,8,1958,Canoas,BRA,Brazil,29.74S,51.69W,13.689,0.4149999999999999
5398,9,1958,Canoas,BRA,Brazil,29.74S,51.69W,15.773,1.9209999999999994
5399,10,1958,Canoas,BRA,Brazil,29.74S,51.69W,17.708999999999996,1.4730000000000014
5400,11,1958,Canoas,BRA,Brazil,29.74S,51.69W,20.900999999999996,0.4679999999999988
5401,12,1958,Canoas,BRA,Brazil,29.74S,51.69W,22.524,0.46000000000000163
5402,1,1959,Canoas,BRA,Brazil,29.74S,51.69W,23.422,0.37700000000000167
5403,2,1959,Canoas,BRA,Brazil,29.74S,51.69W,23.977999999999994,0.34500000000000125
5404,3,1959,Canoas,BRA,Brazil,29.74S,51.69W,22.266000000000002,0.682999999999999
5405,4,1959,Canoas,BRA,Brazil,29.74S,51.69W,19.814,0.40300000000000025
5406,5,1959,Canoas,BRA,Brazil,29.74S,51.69W,14.922,0.552999999999998
5407,6,1959,Canoas,BRA,Brazil,29.74S,51.69W,12.508999999999999,0.4899999999999988
5408,7,1959,Canoas,BRA,Brazil,29.74S,51.69W,15.167000000000002,0.5069999999999987
5409,8,1959,Canoas,BRA,Brazil,29.74S,51.69W,13.753999999999998,0.5310000000000019
5410,9,1959,Canoas,BRA,Brazil,29.74S,51.69W,16.031999999999996,0.340000000000001
5411,10,1959,Canoas,BRA,Brazil,29.74S,51.69W,19.017999999999997,0.42300000000000104
5412,11,1959,Canoas,BRA,Brazil,29.74S,51.69W,20.539999999999996,0.6550000000000011
5413,12,1959,Canoas,BRA,Brazil,29.74S,51.69W,22.077999999999996,0.32399999999999884
5414,1,1960,Canoas,BRA,Brazil,29.74S,51.69W,23.973,0.354
5415,2,1960,Canoas,BRA,Brazil,29.74S,51.69W,23.154,0.5679999999999986
5416,3,1960,Canoas,BRA,Brazil,29.74S,51.69W,22.145999999999997,0.5010000000000008
5417,4,1960,Canoas,BRA,Brazil,29.74S,51.69W,17.895,0.3280000000000014
5418,5,1960,Canoas,BRA,Brazil,29.74S,51.69W,13.367999999999999,0.46000000000000163
5419,6,1960,Canoas,BRA,Brazil,29.74S,51.69W,13.254,0.39699999999999847
5420,7,1960,Canoas,BRA,Brazil,29.74S,51.69W,13.653,0.36499999999999805
5421,8,1960,Canoas,BRA,Brazil,29.74S,51.69W,14.110000000000001,0.5720000000000012
5422,9,1960,Canoas,BRA,Brazil,29.74S,51.69W,15.637,0.37799999999999934
5423,10,1960,Canoas,BRA,Brazil,29.74S,51.69W,19.484999999999996,0.41600000000000154
5424,11,1960,Canoas,BRA,Brazil,29.74S,51.69W,20.571,0.33399999999999924
5425,12,1960,Canoas,BRA,Brazil,29.74S,51.69W,22.681,0.42199999999999943
5426,1,1961,Canoas,BRA,Brazil,29.74S,51.69W,24.347,0.5879999999999994
5427,2,1961,Canoas,BRA,Brazil,29.74S,51.69W,23.933000000000007,0.7099999999999993
5428,3,1961,Canoas,BRA,Brazil,29.74S,51.69W,21.435,0.5250000000000001
5429,4,1961,Canoas,BRA,Brazil,29.74S,51.69W,18.069,0.528000000000001
5430,5,1961,Canoas,BRA,Brazil,29.74S,51.69W,16.341,0.4239999999999987
5431,6,1961,Canoas,BRA,Brazil,29.74S,51.69W,13.951999999999998,0.42100000000000176
5432,7,1961,Canoas,BRA,Brazil,29.74S,51.69W,13.714000000000002,0.542
5433,8,1961,Canoas,BRA,Brazil,29.74S,51.69W,16.395,0.5250000000000001
5434,9,1961,Canoas,BRA,Brazil,29.74S,51.69W,16.463,0.38699999999999807
5435,10,1961,Canoas,BRA,Brazil,29.74S,51.69W,19.967000000000002,0.29100000000000076
5436,11,1961,Canoas,BRA,Brazil,29.74S,51.69W,21.688,0.4049999999999996
5437,12,1961,Canoas,BRA,Brazil,29.74S,51.69W,23.083999999999996,0.3590000000000002
5438,1,1962,Canoas,BRA,Brazil,29.74S,51.69W,23.025999999999996,0.4280000000000012
5439,2,1962,Canoas,BRA,Brazil,29.74S,51.69W,22.257,0.41600000000000154
5440,3,1962,Canoas,BRA,Brazil,29.74S,51.69W,22.592,0.3500000000000014
5441,4,1962,Canoas,BRA,Brazil,29.74S,51.69W,17.991,0.6310000000000018
5442,5,1962,Canoas,BRA,Brazil,29.74S,51.69W,13.828,0.3039999999999981
5443,6,1962,Canoas,BRA,Brazil,29.74S,51.69W,12.684999999999999,0.8419999999999995
5444,7,1962,Canoas,BRA,Brazil,29.74S,51.69W,10.996,0.6160000000000012
5445,8,1962,Canoas,BRA,Brazil,29.74S,51.69W,13.409,0.6010000000000006
5446,9,1962,Canoas,BRA,Brazil,29.74S,51.69W,16.041999999999998,0.41600000000000154
5447,10,1962,Canoas,BRA,Brazil,29.74S,51.69W,16.821,0.5090000000000019
5448,11,1962,Canoas,BRA,Brazil,29.74S,51.69W,21.424999999999997,0.5969999999999982
5449,12,1962,Canoas,BRA,Brazil,29.74S,51.69W,23.294999999999998,0.6779999999999988
5450,1,1963,Canoas,BRA,Brazil,29.74S,51.69W,23.966,0.3729999999999991
5451,2,1963,Canoas,BRA,Brazil,29.74S,51.69W,23.979,0.340000000000001
5452,3,1963,Canoas,BRA,Brazil,29.74S,51.69W,23.098000000000003,0.36900000000000055
5453,4,1963,Canoas,BRA,Brazil,29.74S,51.69W,19.118000000000002,0.36799999999999894
5454,5,1963,Canoas,BRA,Brazil,29.74S,51.69W,15.842,0.37700000000000167
5455,7,1963,Canoas,BRA,Brazil,29.74S,51.69W,14.422999999999998,0.42300000000000104
5456,8,1963,Canoas,BRA,Brazil,29.74S,51.69W,14.197999999999999,0.5620000000000007
5457,9,1963,Canoas,BRA,Brazil,29.74S,51.69W,17.114,0.5620000000000007
5458,10,1963,Canoas,BRA,Brazil,29.74S,51.69W,18.099999999999998,0.40100000000000097
5459,11,1963,Canoas,BRA,Brazil,29.74S,51.69W,20.017000000000003,0.5500000000000012
5460,12,1963,Canoas,BRA,Brazil,29.74S,51.69W,21.973,0.39699999999999847
5461,1,1964,Canoas,BRA,Brazil,29.74S,51.69W,23.741,0.5400000000000007
5462,2,1964,Canoas,BRA,Brazil,29.74S,51.69W,23.173,0.35700000000000087
5463,3,1964,Canoas,BRA,Brazil,29.74S,51.69W,21.814999999999998,0.647
5464,4,1964,Canoas,BRA,Brazil,29.74S,51.69W,18.849000000000004,0.7779999999999987
5465,5,1964,Canoas,BRA,Brazil,29.74S,51.69W,15.853999999999997,0.42199999999999943
5466,6,1964,Canoas,BRA,Brazil,29.74S,51.69W,11.315999999999999,0.7489999999999992
5467,7,1964,Canoas,BRA,Brazil,29.74S,51.69W,11.177999999999997,0.5450000000000009
5468,8,1964,Canoas,BRA,Brazil,29.74S,51.69W,14.022,0.35799999999999854
5469,9,1964,Canoas,BRA,Brazil,29.74S,51.69W,15.669000000000002,0.2829999999999997
5470,10,1964,Canoas,BRA,Brazil,29.74S,51.69W,16.868000000000002,0.4289999999999989
5471,11,1964,Canoas,BRA,Brazil,29.74S,51.69W,19.368999999999996,0.33199999999999996
5472,12,1964,Canoas,BRA,Brazil,29.74S,51.69W,21.595999999999997,0.3640000000000004
5473,1,1965,Canoas,BRA,Brazil,29.74S,51.69W,23.771,0.2840000000000013
5474,2,1965,Canoas,BRA,Brazil,29.74S,51.69W,24.558999999999997,0.52
5475,3,1965,Canoas,BRA,Brazil,29.74S,51.69W,20.344000000000005,0.5629999999999984
5476,4,1965,Canoas,BRA,Brazil,29.74S,51.69W,18.380000000000003,0.3459999999999989
5477,5,1965,Canoas,BRA,Brazil,29.74S,51.69W,14.720999999999997,0.4699999999999981
5478,6,1965,Canoas,BRA,Brazil,29.74S,51.69W,15.471,0.9450000000000003
5479,7,1965,Canoas,BRA,Brazil,29.74S,51.69W,13.222,1.5379999999999998
5480,8,1965,Canoas,BRA,Brazil,29.74S,51.69W,14.067,1.5029999999999986
5481,9,1965,Canoas,BRA,Brazil,29.74S,51.69W,15.636,0.36499999999999805
5482,10,1965,Canoas,BRA,Brazil,29.74S,51.69W,18.498000000000005,0.4489999999999996
5483,11,1965,Canoas,BRA,Brazil,29.74S,51.69W,20.720999999999997,0.45200000000000057
5484,12,1965,Canoas,BRA,Brazil,29.74S,51.69W,22.526000000000003,0.37600000000000006
5485,1,1966,Canoas,BRA,Brazil,29.74S,51.69W,23.669999999999998,0.33800000000000174
5486,2,1966,Canoas,BRA,Brazil,29.74S,51.69W,22.790000000000003,0.3459999999999989
5487,3,1966,Canoas,BRA,Brazil,29.74S,51.69W,21.921999999999997,0.3509999999999991
5488,4,1966,Canoas,BRA,Brazil,29.74S,51.69W,19.278000000000002,0.47900000000000076
5489,5,1966,Canoas,BRA,Brazil,29.74S,51.69W,16.029999999999998,0.5069999999999987
5490,6,1966,Canoas,BRA,Brazil,29.74S,51.69W,14.364,0.43399999999999905
5491,7,1966,Canoas,BRA,Brazil,29.74S,51.69W,13.98,0.7389999999999988
5492,8,1966,Canoas,BRA,Brazil,29.74S,51.69W,12.542000000000002,0.5940000000000012
5493,9,1966,Canoas,BRA,Brazil,29.74S,51.69W,14.529,0.3509999999999991
5494,10,1966,Canoas,BRA,Brazil,29.74S,51.69W,17.378,0.38699999999999807
5495,11,1966,Canoas,BRA,Brazil,29.74S,51.69W,20.879,0.24299999999999816
5496,12,1966,Canoas,BRA,Brazil,29.74S,51.69W,22.224999999999998,0.37600000000000006
5497,1,1967,Canoas,BRA,Brazil,29.74S,51.69W,23.223,0.43399999999999905
5498,2,1967,Canoas,BRA,Brazil,29.74S,51.69W,23.186999999999998,0.46500000000000186
5499,3,1967,Canoas,BRA,Brazil,29.74S,51.69W,20.935999999999996,0.3500000000000014
5500,4,1967,Canoas,BRA,Brazil,29.74S,51.69W,18.709999999999997,0.41300000000000064
5501,5,1967,Canoas,BRA,Brazil,29.74S,51.69W,17.901,0.9240000000000018
5502,6,1967,Canoas,BRA,Brazil,29.74S,51.69W,11.682,0.43399999999999905
5503,7,1967,Canoas,BRA,Brazil,29.74S,51.69W,13.758999999999999,0.5920000000000019
5504,8,1967,Canoas,BRA,Brazil,29.74S,51.69W,15.545,0.5319999999999996
5505,9,1967,Canoas,BRA,Brazil,29.74S,51.69W,16.822999999999997,0.306999999999999
5506,10,1967,Canoas,BRA,Brazil,29.74S,51.69W,20.029,0.38699999999999807
5507,11,1967,Canoas,BRA,Brazil,29.74S,51.69W,20.817,0.306999999999999
5508,12,1967,Canoas,BRA,Brazil,29.74S,51.69W,23.384,0.42600000000000193
5509,1,1968,Canoas,BRA,Brazil,29.74S,51.69W,23.887,0.3810000000000002
5510,2,1968,Canoas,BRA,Brazil,29.74S,51.69W,23.695,0.6770000000000012
5511,3,1968,Canoas,BRA,Brazil,29.74S,51.69W,22.443,0.4080000000000005
5512,4,1968,Canoas,BRA,Brazil,29.74S,51.69W,15.860000000000001,0.506000000000001
5513,5,1968,Canoas,BRA,Brazil,29.74S,51.69W,13.126000000000001,0.6160000000000012
5514,6,1968,Canoas,BRA,Brazil,29.74S,51.69W,13.326,0.5439999999999993
5515,7,1968,Canoas,BRA,Brazil,29.74S,51.69W,14.110000000000001,0.5790000000000006
5516,8,1968,Canoas,BRA,Brazil,29.74S,51.69W,15.047,0.7800000000000019
5517,9,1968,Canoas,BRA,Brazil,29.74S,51.69W,15.355000000000002,0.459
5518,10,1968,Canoas,BRA,Brazil,29.74S,51.69W,18.400000000000002,0.3509999999999991
5519,11,1968,Canoas,BRA,Brazil,29.74S,51.69W,22.759,0.3039999999999981
5520,12,1968,Canoas,BRA,Brazil,29.74S,51.69W,23.053000000000004,0.4040000000000019
5521,1,1969,Canoas,BRA,Brazil,29.74S,51.69W,23.08,0.44099999999999856
5522,2,1969,Canoas,BRA,Brazil,29.74S,51.69W,23.866,0.3990000000000017
5523,3,1969,Canoas,BRA,Brazil,29.74S,51.69W,21.887999999999995,0.31199999999999917
5524,4,1969,Canoas,BRA,Brazil,29.74S,51.69W,18.991000000000003,0.4180000000000008
5525,5,1969,Canoas,BRA,Brazil,29.74S,51.69W,16.357,0.32899999999999907
5526,6,1969,Canoas,BRA,Brazil,29.74S,51.69W,13.912,0.45399999999999985
5527,7,1969,Canoas,BRA,Brazil,29.74S,51.69W,13.559,0.6099999999999994
5528,8,1969,Canoas,BRA,Brazil,29.74S,51.69W,13.127,0.44200000000000017
5529,9,1969,Canoas,BRA,Brazil,29.74S,51.69W,16.242,0.29800000000000026
5530,10,1969,Canoas,BRA,Brazil,29.74S,51.69W,16.880000000000003,0.32899999999999907
5531,11,1969,Canoas,BRA,Brazil,29.74S,51.69W,20.616,0.306999999999999
5532,12,1969,Canoas,BRA,Brazil,29.74S,51.69W,22.53,0.34700000000000053
5533,1,1970,Canoas,BRA,Brazil,29.74S,51.69W,23.869999999999997,0.6049999999999992
5534,2,1970,Canoas,BRA,Brazil,29.74S,51.69W,24.405,0.41600000000000154
5535,3,1970,Canoas,BRA,Brazil,29.74S,51.69W,22.887,0.5589999999999998
5536,4,1970,Canoas,BRA,Brazil,29.74S,51.69W,20.153999999999996,0.5799999999999983
5537,5,1970,Canoas,BRA,Brazil,29.74S,51.69W,16.525,0.40899999999999814
5538,6,1970,Canoas,BRA,Brazil,29.74S,51.69W,13.841999999999999,0.5999999999999991
5539,7,1970,Canoas,BRA,Brazil,29.74S,51.69W,13.381,0.5040000000000018
5540,8,1970,Canoas,BRA,Brazil,29.74S,51.69W,14.228,0.4829999999999994
5541,9,1970,Canoas,BRA,Brazil,29.74S,51.69W,16.162,0.4820000000000017
5542,10,1970,Canoas,BRA,Brazil,29.74S,51.69W,17.413,0.44200000000000017
5543,11,1970,Canoas,BRA,Brazil,29.74S,51.69W,18.766000000000002,0.3459999999999989
5544,12,1970,Canoas,BRA,Brazil,29.74S,51.69W,22.672,0.5729999999999988
5545,1,1971,Canoas,BRA,Brazil,29.74S,51.69W,23.973,0.8010000000000004
5546,2,1971,Canoas,BRA,Brazil,29.74S,51.69W,23.554,0.494999999999999
5547,3,1971,Canoas,BRA,Brazil,29.74S,51.69W,21.607000000000003,0.4040000000000019
5548,4,1971,Canoas,BRA,Brazil,29.74S,51.69W,16.876,0.3330000000000016
5549,5,1971,Canoas,BRA,Brazil,29.74S,51.69W,13.723,0.6409999999999982
5550,6,1971,Canoas,BRA,Brazil,29.74S,51.69W,10.960999999999999,0.4430000000000018
5551,7,1971,Canoas,BRA,Brazil,29.74S,51.69W,13.442,0.4929999999999997
5552,8,1971,Canoas,BRA,Brazil,29.74S,51.69W,14.262,0.5559999999999989
5553,9,1971,Canoas,BRA,Brazil,29.74S,51.69W,17.75,0.8870000000000012
5554,10,1971,Canoas,BRA,Brazil,29.74S,51.69W,18.044,0.3910000000000006
5555,11,1971,Canoas,BRA,Brazil,29.74S,51.69W,20.744000000000003,0.3099999999999999
5556,12,1971,Canoas,BRA,Brazil,29.74S,51.69W,23.271,0.5049999999999994
5557,1,1972,Canoas,BRA,Brazil,29.74S,51.69W,23.376,0.3940000000000015
5558,2,1972,Canoas,BRA,Brazil,29.74S,51.69W,22.717000000000002,0.29300000000000004
5559,3,1972,Canoas,BRA,Brazil,29.74S,51.69W,21.804000000000006,0.47499999999999826
5560,4,1972,Canoas,BRA,Brazil,29.74S,51.69W,17.676000000000002,0.5139999999999981
5561,5,1972,Canoas,BRA,Brazil,29.74S,51.69W,17.564000000000004,0.354
5562,6,1972,Canoas,BRA,Brazil,29.74S,51.69W,16.177000000000003,0.3919999999999983
5563,7,1972,Canoas,BRA,Brazil,29.74S,51.69W,13.033999999999999,0.40999999999999975
5564,8,1972,Canoas,BRA,Brazil,29.74S,51.69W,13.869,0.5700000000000018
5565,9,1972,Canoas,BRA,Brazil,29.74S,51.69W,16.468000000000004,0.5369999999999998
5566,10,1972,Canoas,BRA,Brazil,29.74S,51.69W,17.049999999999997,0.4389999999999993
5567,11,1972,Canoas,BRA,Brazil,29.74S,51.69W,19.677,0.41100000000000136
5568,12,1972,Canoas,BRA,Brazil,29.74S,51.69W,22.585000000000004,0.7820000000000012
5569,1,1973,Canoas,BRA,Brazil,29.74S,51.69W,24.13,0.29100000000000076
5570,2,1973,Canoas,BRA,Brazil,29.74S,51.69W,23.916,0.27799999999999947
5571,3,1973,Canoas,BRA,Brazil,29.74S,51.69W,22.169,0.24099999999999888
5572,4,1973,Canoas,BRA,Brazil,29.74S,51.69W,20.202000000000005,0.34399999999999964
5573,5,1973,Canoas,BRA,Brazil,29.74S,51.69W,16.099999999999998,0.4180000000000008
5574,6,1973,Canoas,BRA,Brazil,29.74S,51.69W,14.326,0.37499999999999845
5575,7,1973,Canoas,BRA,Brazil,29.74S,51.69W,13.221,0.45099999999999896
5576,8,1973,Canoas,BRA,Brazil,29.74S,51.69W,12.359999999999998,0.5380000000000015
5577,9,1973,Canoas,BRA,Brazil,29.74S,51.69W,14.967000000000004,0.23599999999999868
5578,10,1973,Canoas,BRA,Brazil,29.74S,51.69W,18.057000000000002,0.32899999999999907
5579,11,1973,Canoas,BRA,Brazil,29.74S,51.69W,19.782999999999998,0.31199999999999917
5580,12,1973,Canoas,BRA,Brazil,29.74S,51.69W,22.652,0.24799999999999833
5581,1,1974,Canoas,BRA,Brazil,29.74S,51.69W,24.297,0.32899999999999907
5582,2,1974,Canoas,BRA,Brazil,29.74S,51.69W,23.334999999999997,0.3459999999999989
5583,3,1974,Canoas,BRA,Brazil,29.74S,51.69W,22.180000000000003,0.3520000000000007
5584,4,1974,Canoas,BRA,Brazil,29.74S,51.69W,19.022,0.24799999999999833
5585,5,1974,Canoas,BRA,Brazil,29.74S,51.69W,16.73,0.3049999999999997
5586,6,1974,Canoas,BRA,Brazil,29.74S,51.69W,11.693000000000003,0.2699999999999984
5587,7,1974,Canoas,BRA,Brazil,29.74S,51.69W,14.785,0.4049999999999996
5588,8,1974,Canoas,BRA,Brazil,29.74S,51.69W,13.934999999999999,0.4040000000000019
5589,9,1974,Canoas,BRA,Brazil,29.74S,51.69W,15.535999999999998,0.3359999999999985
5590,10,1974,Canoas,BRA,Brazil,29.74S,51.69W,17.387,0.32899999999999907
5591,11,1974,Canoas,BRA,Brazil,29.74S,51.69W,19.909999999999997,0.3520000000000007
5592,12,1974,Canoas,BRA,Brazil,29.74S,51.69W,21.351,0.2110000000000017
5593,1,1975,Canoas,BRA,Brazil,29.74S,51.69W,22.981999999999996,0.2060000000000015
5594,2,1975,Canoas,BRA,Brazil,29.74S,51.69W,23.376999999999995,0.271
5595,3,1975,Canoas,BRA,Brazil,29.74S,51.69W,22.075000000000003,0.20399999999999827
5596,4,1975,Canoas,BRA,Brazil,29.74S,51.69W,18.61,0.15999999999999817
5597,5,1975,Canoas,BRA,Brazil,29.74S,51.69W,15.933,0.26000000000000195
5598,6,1975,Canoas,BRA,Brazil,29.74S,51.69W,13.889000000000001,0.2339999999999994
5599,7,1975,Canoas,BRA,Brazil,29.74S,51.69W,12.258000000000001,0.4319999999999998
5600,8,1975,Canoas,BRA,Brazil,29.74S,51.69W,14.834,0.47999999999999843
5601,9,1975,Canoas,BRA,Brazil,29.74S,51.69W,16.256000000000004,0.3169999999999994
5602,10,1975,Canoas,BRA,Brazil,29.74S,51.69W,17.522000000000002,0.340000000000001
5603,11,1975,Canoas,BRA,Brazil,29.74S,51.69W,20.225,0.20800000000000077
5604,12,1975,Canoas,BRA,Brazil,29.74S,51.69W,22.843000000000004,0.17299999999999946
5605,1,1976,Canoas,BRA,Brazil,29.74S,51.69W,23.89,0.17700000000000196
5606,2,1976,Canoas,BRA,Brazil,29.74S,51.69W,22.931,0.2919999999999984
5607,3,1976,Canoas,BRA,Brazil,29.74S,51.69W,20.773999999999994,0.3110000000000015
5608,4,1976,Canoas,BRA,Brazil,29.74S,51.69W,17.595,0.22099999999999811
5609,5,1976,Canoas,BRA,Brazil,29.74S,51.69W,15.484,0.35700000000000087
5610,6,1976,Canoas,BRA,Brazil,29.74S,51.69W,12.281,0.2400000000000012
5611,7,1976,Canoas,BRA,Brazil,29.74S,51.69W,12.815000000000001,0.37900000000000095
5612,8,1976,Canoas,BRA,Brazil,29.74S,51.69W,13.506,0.389999999999999
5613,9,1976,Canoas,BRA,Brazil,29.74S,51.69W,15.264999999999999,0.25700000000000106
5614,10,1976,Canoas,BRA,Brazil,29.74S,51.69W,17.593,0.33099999999999835
5615,11,1976,Canoas,BRA,Brazil,29.74S,51.69W,20.039,0.25400000000000017
5616,12,1976,Canoas,BRA,Brazil,29.74S,51.69W,22.619000000000003,0.23599999999999868
5617,1,1977,Canoas,BRA,Brazil,29.74S,51.69W,24.123000000000005,0.4139999999999983
5618,2,1977,Canoas,BRA,Brazil,29.74S,51.69W,25.02,0.3699999999999982
5619,3,1977,Canoas,BRA,Brazil,29.74S,51.69W,22.817,0.3600000000000018
5620,4,1977,Canoas,BRA,Brazil,29.74S,51.69W,18.645000000000003,0.4269999999999996
5621,5,1977,Canoas,BRA,Brazil,29.74S,51.69W,15.423999999999998,0.48900000000000116
