1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
11.948166666666665,12.4045,12.207499999999998,12.1365,12.13825,11.71475,11.7615,11.728250000000001,11.857666666666669,13.30990909090909,13.195636363636366,12.058666666666667,11.944416666666667,12.232416666666667,10.2534,11.722166666666668,11.789750000000003,10.988272727272728,12.447833333333334,11.951416666666669,12.394666666666664,11.580583333333337,12.455166666666669,13.034181818181816,12.034916666666668,15.429714285714287,12.116416666666668,11.997750000000002,11.363454545454546,13.031545454545455,12.170333333333332,12.388833333333332,12.73225,12.243916666666665,12.815666666666667,12.433166666666667,12.145000000000001,12.286,11.837499999999999,11.180250000000003,11.532166666666667,12.4395,12.250833333333333,12.013583333333331,11.656916666666667,13.499416666666669,12.423166666666667,12.09875,10.614272727272727,12.923500000000002,12.224583333333335,13.21,12.648818181818182,12.491666666666667,12.3195,12.106083333333332,12.30625,12.831909090909091,12.335916666666664,12.293250000000002,12.032916666666665,11.661666666666667,11.965916666666665,11.715749999999998,12.039583333333333,12.002749999999999,12.809000000000003,12.323500000000001,11.091272727272727,13.098,12.576545454545455,13.102000000000002,12.041666666666666,12.1885,12.591583333333332,12.688499999999998,11.054545454545455,12.859499999999997,12.641583333333335,12.34666666666667,12.190166666666668,11.740583333333335,12.188500000000003,12.423916666666665,12.444666666666665,12.996000000000002,12.161749999999998,12.674083333333336,12.693833333333332,11.847999999999999,12.247416666666666,12.086083333333335,12.864333333333335,12.59533333333333,12.723,12.660083333333334,12.609166666666667,12.797833333333335,12.481583333333335,12.159500000000001,11.624166666666667,12.858416666666665,10.854363636363638,13.175166666666668,12.621083333333333,13.207750000000003,12.720916666666668,12.647166666666665,12.506083333333335,12.761916666666666,14.52,12.611916666666668,12.661833333333332,13.093583333333333,13.499833333333333,14.087636363636364,13.657916666666667,13.008833333333333,13.01209090909091,12.934000000000003,12.26975,12.807416666666668,12.854833333333337,12.749083333333333,12.635416666666666,12.353833333333334,12.515749999999999,13.173250000000003,12.961750000000004,12.23475,12.721583333333333,12.189750000000002,12.938249999999998,13.046166666666664,13.830083333333333,12.353083333333336,12.059916666666666,12.905833333333334,12.635750000000002,11.978166666666668,12.895000000000001,12.215666666666666,13.414,12.444249999999998,13.354166666666664,14.138750000000002,13.315083333333334,12.937833333333332,12.490499999999997,13.779916666666667,12.978083333333336,12.607083333333335,13.433166666666667,14.371636363636366,13.15,13.501833333333332,13.125833333333334,13.422000000000002,12.885499999999999,14.047249999999998,12.987166666666667,13.28041666666667,13.681333333333335,13.310666666666668,13.546083333333335,15.0612,13.321833333333336,13.11325,13.9115
