1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
12.507166666666668,13.144750000000002,13.246249999999998,12.51,12.460416666666665,12.518083333333335,13.273833333333334,13.815000000000001,14.378083333333334,13.92525,12.787583333333332,14.2615,13.640250000000002,14.450333333333335,13.903,13.087583333333333,13.427333333333332,13.5815,13.134250000000002,14.056583333333336,13.644333333333334,13.514083333333334,13.175272727272727,14.014666666666669,13.346166666666667,13.448416666666667,13.466333333333333,14.003,13.734249999999998,13.539750000000003,13.394333333333334,12.618666666666668,13.0745,13.292749999999998,13.547166666666667,12.77375,13.573750000000002,13.650833333333333,12.879909090909091,14.08409090909091,14.020083333333332,13.660333333333332,13.299166666666666,13.858909090909092,13.574250000000001,13.317749999999998,13.32183333333333,13.639583333333334,13.23925,12.759,13.351333333333335,12.948083333333335,13.180916666666667,12.883249999999999,13.764083333333332,13.377,13.962833333333336,14.051166666666667,13.674,13.095083333333333,13.471166666666669,13.468333333333334,13.813666666666668,14.410999999999996,13.899500000000002,13.402083333333332,13.179749999999999,13.392416666666668,13.692750000000002,13.72,13.423583333333335,14.15625,13.28258333333333,13.427916666666667,13.537416666666665,14.411083333333336,13.7995,13.148833333333334,13.350833333333332,13.542166666666667,14.006083333333335,13.872916666666669,14.280416666666666,13.656583333333332,13.909727272727274,14.863416666666668,13.5655,13.450250000000002,13.604166666666666,14.353727272727275,13.793666666666669,13.807416666666667,13.487,13.992083333333333,13.795250000000001,14.314083333333334,13.951000000000002,14.3105,13.591999999999999,13.88075,14.031916666666666,14.281749999999997,14.608000000000002,14.743083333333333,14.193166666666665,14.389083333333337,13.972583333333334,14.023499999999999,14.038249999999998,14.479454545454546,13.808636363636362,13.826333333333332,13.477416666666665,13.761083333333334,13.991333333333335,13.9285,13.710583333333338,14.672833333333331,14.688083333333333,14.056083333333333,14.60275,14.757333333333333,14.497166666666667,13.375272727272726,13.529166666666669,14.344583333333333,14.458666666666666,13.95675,14.598416666666665,13.723083333333335,13.852916666666664,14.342833333333333,14.31583333333333,14.2855,14.357083333333335,14.722666666666669,14.690249999999999,14.867333333333333,14.095500000000001,13.523583333333335,13.589833333333333,14.05466666666667,14.614333333333335,14.327166666666665,13.97908333333333,15.351416666666667,14.944666666666668,14.647,14.680749999999998,14.38841666666667,14.435500000000003,13.886583333333334,14.865583333333333,14.192416666666666,14.611666666666665,15.03118181818182,14.131,14.865250000000001,14.802166666666666,13.690727272727274,15.223
