1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
14.24825,14.553000000000003,14.619833333333332,14.749499999999998,14.5725,14.173333333333332,14.579083333333331,14.58183333333333,14.985454545454546,14.351090909090908,14.919666666666666,14.583,14.92425,14.289909090909093,14.702166666666665,14.696750000000002,13.90675,14.723833333333332,14.445333333333332,14.448,14.632090909090909,15.163454545454545,14.372583333333331,14.996545454545453,14.435363636363634,14.467,14.688666666666668,14.380500000000003,14.764833333333334,14.88375,14.439333333333332,14.792083333333332,15.225666666666669,14.665666666666668,14.73075,14.125499999999999,14.491818181818184,14.189181818181817,14.706166666666666,15.287916666666668,14.820333333333332,13.90981818181818,14.59383333333333,15.134583333333337,14.563499999999998,14.791818181818183,14.6805,14.347166666666666,14.655333333333333,14.35675,14.260818181818184,14.800916666666668,14.767833333333334,14.187166666666664,14.568833333333336,15.158916666666668,15.183833333333332,15.32716666666667,14.776000000000002,14.954499999999998,14.20975,14.495083333333334,15.107750000000001,15.125250000000001,14.494333333333335,15.269333333333336,15.415916666666666,14.400083333333333,14.77875,15.25725,15.179583333333333,15.161666666666667,15.172416666666669,15.122636363636362,15.171916666666666,15.402083333333337,15.214583333333335,15.165333333333335,14.556416666666669,14.67416666666667,15.079749999999999,15.28075,14.569,15.316833333333335,15.901333333333334,15.301750000000004,14.667499999999999,15.261083333333334,15.60772727272727,14.899272727272729,15.328166666666666,15.14,15.350916666666668,14.91609090909091,14.883750000000001,15.272916666666665,14.759833333333333,14.906916666666667,14.23527272727273,15.382181818181818,15.266,16.228818181818184,15.072083333333332,15.135333333333335,15.392916666666665,15.570666666666668,15.091833333333335,15.153166666666666,15.280999999999999,15.635083333333332,14.878333333333336,15.085499999999998,15.657666666666666,15.829083333333335,15.150666666666666,15.309249999999999,15.182545454545453,14.926,14.985916666666666,14.6235,15.571250000000001,15.30216666666667,15.652249999999997,15.076500000000001,14.580181818181819,15.686083333333334,16.166666666666668,15.681416666666669,15.806750000000001,15.693636363636363,15.846499999999999,15.430833333333334,15.138833333333336,15.557166666666669,15.55775,16.479166666666664,16.010916666666667,15.101749999999997,16.137,15.229999999999999,15.381499999999997,16.113583333333334,16.085250000000002,15.596090909090911,15.679833333333333,15.875750000000002,16.338583333333332,15.493083333333333,16.290000000000003,15.263333333333335,15.901083333333332,15.99027272727273,15.437083333333332,16.10558333333333,15.485666666666667,15.891,14.978125
