1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
13.717916666666667,14.181333333333333,14.31841666666667,13.971083333333333,13.053666666666667,13.420875,13.342583333333332,13.236083333333333,13.223458333333333,12.792458333333334,12.768125,12.759916666666667,13.896045454545453,13.904565217391303,13.98460869565217,13.42760869565217,13.070291666666668,13.291041666666667,12.474545454545451,12.769750000000002,12.866,12.430608695652174,13.449958333333335,12.976833333333332,13.820652173913043,12.7055,13.535708333333334,13.770999999999997,13.217500000000001,14.788736842105262,13.274041666666667,13.111166666666668,12.588739130434783,14.220727272727272,13.201833333333333,13.422500000000001,13.715333333333334,13.321916666666667,13.825208333333336,13.434666666666667,13.197416666666669,13.280416666666667,13.062833333333332,12.294583333333335,12.704833333333335,13.359583333333333,13.279125,13.232500000000002,12.40521739130435,14.49675,13.462874999999999,12.521954545454546,12.419086956521737,14.09175,13.311291666666667,13.757217391304348,13.479652173913042,13.594000000000001,13.383478260869564,13.215916666666667,13.251166666666668,13.603565217391305,13.398416666666668,13.325916666666666,13.273541666666667,12.819041666666669,13.030333333333331,12.919333333333332,13.098625,13.039166666666668,13.696708333333333,13.345041666666667,12.581608695652175,14.16175,13.81391304347826,14.204333333333333,12.939541666666669,13.114125000000001,13.615083333333333,13.621130434782609,12.389318181818181,13.904375000000002,13.665416666666667,13.321958333333333,13.225208333333333,12.921875,13.285125,13.582,13.480833333333335,13.436434782608695,12.967391304347826,13.549416666666668,13.704791666666665,13.062333333333333,13.445166666666665,13.043833333333332,13.935625,13.640583333333334,13.787333333333335,13.679708333333332,13.706624999999997,13.807625,13.475208333333335,13.392833333333334,12.84383333333333,13.903375000000002,12.162454545454546,14.244375,13.643708333333334,14.175666666666666,13.742333333333335,13.742791666666667,13.742875,13.928875,14.951304347826087,13.635083333333334,13.624,14.208499999999999,14.68741666666667,14.804478260869567,14.715208333333335,14.014000000000001,13.88604347826087,14.217958333333335,13.268666666666668,13.823208333333334,13.959250000000003,13.687291666666667,13.679666666666668,13.527416666666667,13.695916666666667,14.117416666666665,14.004666666666665,13.394583333333332,13.919083333333333,13.27625,14.039166666666668,14.223666666666666,14.722666666666663,13.374041666666669,13.217916666666667,13.889375,13.919374999999997,13.55695652173913,14.433304347826084,13.388541666666663,14.391458333333334,13.554000000000002,14.366166666666665,15.130833333333335,14.34575,14.076125,13.585875,14.918333333333335,13.90275,13.699666666666667,14.403666666666666,15.424130434782606,14.459999999999999,14.542666666666667,14.261458333333332,14.565958333333334,14.075958333333332,15.119916666666667,14.175458333333333,14.357,14.856583333333333,14.430916666666667,14.580416666666665,15.465590909090908,14.349166666666667,14.127083333333333,14.954
